epoch,batch,train_loss,train_recon_loss,train_kl_loss,val_loss,val_recon_loss,val_kl_loss,lr,beta,grad_norm,time_elapsed
1,363,75675.88319883242,71682.776732057,226704299.95266485,65637.22359572785,65607.89092167722,29332.50952457476,0.0001,0.0001,nan,57.21452307701111
2,363,64163.82073102678,64148.84264466003,90442.2113184667,489612663.71494263,62346.87767009494,489550311132.8839,0.0002,0.0002,nan,117.68040585517883
3,363,14555404.936534168,57211.50661057692,59096561857.39506,46816.291287579115,46790.06784018988,26223.298556170885,0.0003,0.0003,nan,173.18640327453613
4,363,1210594.1407537775,48373.472999656595,3175274065.993687,43037.75207674051,43018.532288370254,19219.686659414558,0.0004,0.0004,nan,231.84979915618896
5,363,164640737.5504003,38715.449390453294,377481161150.3267,31393.03147250791,31373.322933148735,19708.513189774527,0.0005,0.0005,nan,290.6084339618683
6,363,69574.76036658653,28648.490218277817,80994312.71587397,23697.892998417723,23657.439749802215,40453.28392009494,0.0006,0.0006,nan,348.846474647522
7,363,20245.172913268372,18949.59317318424,2044435.6620020603,14945.71132070807,14901.734634592563,43976.78663963608,0.0007,0.0007,nan,407.1067125797272
8,363,21266.54015979138,11510.761093642686,13491674.28955883,7955.4241000791135,7945.3908475079115,10033.256020075158,0.0008,0.0008,nan,465.38852620124817
9,363,5484.46486387148,5316.190554440676,196592.02845713857,3468.1445930577534,3275.5871829262264,192557.40664556963,0.0009000000000000001,0.0009000000000000001,nan,523.7598106861115
10,363,1898.6405537364246,1780.8822908506288,127032.7685546875,780.6484660860858,771.7502657733386,8898.200331289558,0.001,0.001,nan,582.2344043254852
11,363,913.6801121680292,462.7026017157586,450977.49837150157,121.0265202582637,77.37926178944262,43647.25660106804,0.0009996954135095479,0.001,nan,643.230740070343
12,363,90.5921028996562,65.42534094590407,25166.760818649123,68.53075442736662,61.42574421363541,7105.009926325159,0.0009987820251299122,0.001,nan,701.642251253128
13,363,83.42062441857307,74.37050752325372,9050.116369897192,47.478815102879004,42.876685565031025,4602.129363627373,0.0009972609476841367,0.001,nan,760.2030167579651
14,363,59.55079877245557,55.85485004068731,3695.9485634604653,47.36109861542907,44.01777310914631,3343.3252725721914,0.0009951340343707852,0.001,nan,818.7909288406372
15,363,50.22124164707058,47.76851574929206,2452.7257281292927,50.638265537310254,48.19087175779705,2447.3935794106014,0.000992403876506104,0.001,nan,877.5653920173645
16,363,49.68175411224365,47.50980382961231,2171.950196318574,42.068616553197934,39.54672641995587,2521.889957476266,0.0009890738003669028,0.001,nan,933.277458190918
17,363,46.05542343789404,44.64201689814473,1413.4065638950892,39.26326408869104,37.926375690894794,1336.888501131082,0.0009851478631379982,0.001,nan,991.3832120895386
18,363,45.06213526149372,43.816744615743445,1245.3905205359827,45.049833853033526,44.28661409209046,763.2198007318038,0.0009806308479691594,0.001,nan,1049.517745256424
19,363,44.21595036328494,43.32896200117174,886.9883555317973,37.84965003291263,37.19708305069163,652.5671815510037,0.0009755282581475768,0.001,nan,1105.0651490688324
20,363,44.49576340664874,43.51345167055235,982.3116468492445,36.46248131764086,35.590721661531475,871.7595462074763,0.0009698463103929542,0.001,nan,1163.1081731319427
21,363,46.02308702992869,45.05032877869658,972.7582632211538,42.35743360881564,41.73572458194781,621.7091914309731,0.0009635919272833937,0.001,nan,1224.027909040451
22,363,43.574608855195095,42.648506782867095,926.1021000788762,65.39330953284156,62.4011797361736,2992.130045057852,0.0009567727288213005,0.001,nan,1279.7397978305817
23,363,42.96352010244851,42.23139771262368,732.1223614032452,57.13015317313279,56.220692453505116,909.4606956771657,0.0009493970231495835,0.001,nan,1335.3171246051788
24,363,41.97321508742951,41.18370812279837,789.5068471719931,38.601375579833984,37.58682765236384,1014.5477573056764,0.0009414737964294635,0.001,nan,1391.2226943969727
25,363,43.14640384715992,42.36748756157173,778.9163358918913,41.796920100344884,41.04376945012732,753.1508286874506,0.0009330127018922195,0.001,nan,1447.1298151016235
26,363,42.61912749887823,41.90557154980335,713.5559141557295,37.122398255746575,36.47547586658333,646.9223644401453,0.0009240240480782129,0.001,nan,1502.9243500232697
